Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AgeGroup
1,0.07389653030210656,RL,-0.19428896618254676,-0.23947829814625837,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.693645522057086,-0.5229133146813291,1.0413915747425435,0.8757347570992305,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.5843758567191182,Gd,TA,PConc,Gd,TA,No,GLQ,0.6601817157808776,Unf,-0.28252823616213574,-0.9445311367378334,-0.4419965335503167,GasA,Ex,Y,SBrkr,-0.795318993272547,1.2804735433148056,-0.10919467219842852,0.554617378753045,1.1552177251933162,-0.23937870492525382,0.8672174284872729,1.2534486187154228,0.20861448032250596,-0.21130744968724174,Gd,1.061717806203965,Typ,-0.9208162046720884,Missing,Attchd,1.0074654026911918,RFn,0.3486862964995761,0.4059021872072773,TA,TA,Y,-0.7543000700634562,0.28095850596025046,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,-1.604851233426016,0.13271967476615343,WD,Normal,208500,Newer (>=2000)
2,-0.8682627244926218,RL,0.5887775540448509,0.12322518954955992,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,-0.04534336486598821,2.2059367277535094,0.1475991866679497,-0.4268198212541144,Gable,CompShg,MetalSd,MetalSd,Missing,-0.5774393621060463,TA,TA,CBlock,Gd,TA,Gd,ALQ,1.3037643478635794,Unf,-0.28252823616213574,-0.638316267480105,0.567486788683147,GasA,Ex,Y,SBrkr,0.36744879726007645,-0.7894356452381383,-0.10919467219842852,-0.45507273816317256,-0.8118134511619697,3.962024462288496,0.8672174284872729,-0.7465177670904207,0.20861448032250596,-0.21130744968724174,TA,-0.27359838735894565,Typ,0.685040335705095,TA,Attchd,-0.1156441572712422,RFn,0.3486862964995761,-0.016832615448742653,TA,TA,Y,1.7600047357477027,-0.7263211005410398,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,-0.49448667552833275,-0.6211941623910868,WD,Normal,181500,Older (<2000)
3,0.07389653030210656,RL,-0.03767566213706722,0.6436258458087775,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.693645522057086,-0.5229133146813291,0.9751847311814625,0.8274919949379956,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.382836482024957,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.13963693983163336,Unf,-0.28252823616213574,-0.2955384287587672,-0.28286615763174117,GasA,Ex,Y,SBrkr,-0.6120255484595226,1.309558918329601,-0.10919467219842852,0.7259040950156176,1.1552177251933162,-0.23937870492525382,0.8672174284872729,1.2534486187154228,0.20861448032250596,-0.21130744968724174,Gd,-0.27359838735894565,Typ,0.685040335705095,TA,Attchd,0.9242721019532336,RFn,0.3486862964995761,0.6941304617454727,TA,TA,Y,-0.7543000700634562,-0.032784322294249796,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,0.9859994016685785,0.13271967476615343,WD,Normal,223500,Newer (>=2000)
4,0.3094363440007886,RL,-0.4553111395916793,0.10745547269321999,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.693645522057086,-0.5229133146813291,-1.8717095419450218,-0.7162763942215243,Gable,CompShg,Wd Sdng,Wd Shng,Missing,-0.5774393621060463,TA,TA,BrkTil,TA,Gd,No,ALQ,-0.49921346701516645,Unf,-0.28252823616213574,-0.05330875606235514,-0.690637745923091,GasA,Gd,Y,SBrkr,-0.4946031853761788,1.042942980693976,-0.10919467219842852,0.5703937868298609,1.1552177251933162,-0.23937870492525382,-1.0262764464713818,-0.7465177670904207,0.20861448032250596,-0.21130744968724174,Gd,0.3940597094225097,Typ,0.685040335705095,Gd,Detchd,0.7994821508462965,Unf,1.6895614086004738,0.8574598173171167,TA,TA,Y,-0.7543000700634562,-0.14837378533538148,4.243670755090118,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,-1.604851233426016,-1.375107999548327,WD,Abnorml,140000,Older (<2000)
5,0.07389653030210656,RL,0.797595292772157,1.592962800560441,Pave,Missing,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.4326344089801601,-0.5229133146813291,0.942081309400922,0.7310064706155256,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.497230671510319,Gd,TA,PConc,Gd,TA,Av,GLQ,0.539509972265371,Unf,-0.28252823616213574,-0.1675680356361344,0.27657657020700105,GasA,Ex,Y,SBrkr,0.03236546846126627,1.7628060123101637,-0.10919467219842852,1.6544583989653532,1.1552177251933162,-0.23937870492525382,0.8672174284872729,1.2534486187154228,1.4893015814952004,-0.21130744968724174,Gd,1.7293759029854203,Typ,0.685040335705095,TA,Attchd,0.8826754515842545,RFn,1.6895614086004738,1.7893979049906152,TA,TA,Y,0.8656547041504447,0.6607524559525403,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,2.0963639595662618,0.13271967476615343,WD,Normal,250000,Newer (>=2000)
6,-0.16164328339657552,RL,0.8497997274539835,1.5472306216770553,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,-0.7843322517890624,-0.5229133146813291,0.7103573569371384,0.4897926598093506,Gable,CompShg,VinylSd,VinylSd,Missing,-0.5774393621060463,TA,TA,Wood,Gd,TA,No,GLQ,0.7217006438476065,Unf,-0.28252823616213574,-1.1410570976047336,-0.5911812609739813,GasA,Ex,Y,SBrkr,-0.9671565977847573,0.5824245429597145,-0.10919467219842852,-0.22969547992294542,1.1552177251933162,-0.23937870492525382,-1.0262764464713818,1.2534486187154228,-2.352759722022883,-0.21130744968724174,TA,-0.941256484140401,Typ,-0.9208162046720884,Missing,Attchd,0.5914988990014014,Unf,0.3486862964995761,0.07924347606398915,TA,TA,Y,-0.4168094921022269,-0.23093768750761837,-0.3640458425614124,11.202428392857003,-0.26851831657631814,-0.0381838370026051,Missing,MnPrv,Shed,1.454284893538771,1.3561209209678062,0.8866335119233937,WD,Normal,143000,Older (<2000)
7,-0.8682627244926218,RL,0.32775538063571835,0.2758760487189304,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.4326344089801601,-0.5229133146813291,1.0744949965230841,0.9722202814217006,Gable,CompShg,VinylSd,VinylSd,Stone,0.5250995700443649,Gd,TA,PConc,Ex,TA,Av,GLQ,2.2289143814824635,Unf,-0.28252823616213574,-0.5629051429614107,1.62172552914371,GasA,Ex,Y,SBrkr,1.604679549747991,-0.7894356452381383,-0.10919467219842852,0.5185570174346086,1.1552177251933162,-0.23937870492525382,0.8672174284872729,-0.7465177670904207,0.20861448032250596,-0.21130744968724174,Gd,0.3940597094225097,Typ,0.685040335705095,Gd,Attchd,1.0490620530601706,RFn,0.3486862964995761,0.8286369898632973,TA,TA,Y,1.397202364439381,0.21490738422246092,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,0.6158778823693506,-0.6211941623910868,WD,Normal,307000,Newer (>=2000)
8,0.07389653030210656,RL,0.5887775540448509,0.36986356118271635,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.693645522057086,0.3867033661302837,0.048288921326328144,-0.5715481077378194,Gable,CompShg,HdBoard,HdBoard,Stone,0.8451915180880327,TA,TA,CBlock,Gd,TA,Mn,ALQ,1.0221969463273974,BLQ,-0.0744625237291121,-0.7937088877004448,0.18209290950534682,GasA,Ex,Y,SBrkr,-0.07646501439646695,1.5931413247238568,-0.10919467219842852,1.411050960065908,1.1552177251933162,-0.23937870492525382,0.8672174284872729,1.2534486187154228,0.20861448032250596,-0.21130744968724174,TA,0.3940597094225097,Typ,2.2908968760822783,TA,Attchd,-0.2404341083781793,RFn,0.3486862964995761,0.09845869436653551,TA,TA,Y,1.2284570754587663,2.642286108086226,3.498304834881782,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Shed,0.6868748404790208,1.726242440267034,0.8866335119233937,WD,Normal,200000,Older (<2000)
9,-0.16164328339657552,RM,-0.925151051728118,-0.9743471036516989,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.693645522057086,-0.5229133146813291,-1.3420547934563736,-1.6811316374462244,Gable,CompShg,BrkFace,Wd Shng,Missing,-0.5774393621060463,TA,TA,BrkTil,TA,TA,No,Unf,-1.0102937924926063,Unf,-0.28252823616213574,0.888187707625586,-0.20330096967245337,GasA,Gd,Y,FuseF,-0.31990162078876494,1.033247855689044,-0.10919467219842852,0.6988588240267903,-0.8118134511619697,-0.23937870492525382,0.8672174284872729,-0.7465177670904207,-1.0720726208501885,4.308690966278921,TA,1.061717806203965,Min1,2.2908968760822783,TA,Detchd,-1.9874934238752986,Unf,0.3486862964995761,0.021597821156350068,Fa,TA,Y,0.005053730349309814,-0.7263211005410398,3.108681740227425,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,-0.8646081948275606,0.13271967476615343,WD,Abnorml,129900,Older (<2000)
10,3.135914108384974,RL,-0.9773554864099444,-0.5643344653868608,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,-0.7843322517890624,0.3867033661302837,-1.0772274192120495,-1.6811316374462244,Gable,CompShg,MetalSd,MetalSd,Missing,-0.5774393621060463,TA,TA,BrkTil,TA,TA,No,GLQ,1.0032680453837886,Unf,-0.28252823616213574,-0.9673829926525892,-0.1063308968470714,GasA,Ex,Y,SBrkr,-0.16238381665257212,-0.7894356452381383,-0.10919467219842852,-0.8720206659075928,1.1552177251933162,-0.23937870492525382,-1.0262764464713818,-0.7465177670904207,-1.0720726208501885,4.308690966278921,TA,-0.941256484140401,Typ,2.2908968760822783,TA,Attchd,-1.6547202209234664,RFn,-0.9921888156013217,-1.241802782236073,Gd,TA,Y,-0.7543000700634562,-0.6602699788032503,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,-1.974972752725244,0.13271967476615343,WD,Normal,118000,Older (<2000)
